Timestamp,Temperature,Humidity,Light,SoilMoisturePercent,NeedsWater
2024-02-02 14:00:00,31.59,70.0,0,74,0
2024-02-02 14:30:00,32.81,80.33,0,74,0
2024-02-02 15:00:00,30.26,70.0,0,73,0
2024-02-02 15:30:00,32.79,75.25,0,73,0
2024-02-02 16:00:00,33.0,85.0,0,73,0
2024-02-02 16:30:00,33.0,78.11,0,73,0
2024-02-02 17:00:00,32.89,76.47,0,72,0
2024-02-02 17:30:00,33.0,70.0,0,72,0
2024-02-02 18:00:00,33.0,70.0,0,72,0
2024-02-02 18:30:00,32.88,72.9,0,72,0
2024-02-02 19:00:00,32.66,78.12,1,72,0
2024-02-02 19:30:00,33.0,73.31,1,71,0
2024-02-02 20:00:00,31.87,74.25,1,71,0
2024-02-02 20:30:00,33.0,82.39,1,71,0
2024-02-02 21:00:00,29.29,74.9,1,71,0
2024-02-02 21:30:00,31.66,70.0,1,70,0
2024-02-02 22:00:00,32.26,79.33,1,70,0
2024-02-02 22:30:00,31.0,73.41,1,70,0
2024-02-02 23:00:00,33.0,78.23,1,70,0
2024-02-02 23:30:00,31.1,84.46,1,69,0
2024-02-03 00:00:00,27.22,75.08,1,69,0
2024-02-03 00:30:00,29.14,85.0,1,69,0
2024-02-03 01:00:00,26.0,73.67,1,69,0
2024-02-03 01:30:00,26.0,72.29,1,69,0
2024-02-03 02:00:00,26.84,80.65,1,68,0
2024-02-03 02:30:00,27.59,85.0,1,68,0
2024-02-03 03:00:00,26.0,83.35,1,68,0
2024-02-03 03:30:00,26.37,81.34,1,68,0
2024-02-03 04:00:00,26.21,85.0,1,67,0
2024-02-03 04:30:00,26.0,85.0,1,67,0
2024-02-03 05:00:00,26.0,85.0,1,67,0
2024-02-03 05:30:00,26.0,83.37,1,67,0
2024-02-03 06:00:00,26.0,85.0,0,66,0
2024-02-03 06:30:00,26.93,85.0,0,66,0
2024-02-03 07:00:00,26.86,85.0,0,66,0
2024-02-03 07:30:00,26.46,78.78,0,66,0
2024-02-03 08:00:00,26.0,82.42,0,65,0
2024-02-03 08:30:00,26.0,85.0,0,65,0
2024-02-03 09:00:00,26.35,85.0,0,65,0
2024-02-03 09:30:00,26.06,82.34,0,64,0
2024-02-03 10:00:00,29.46,80.11,0,64,0
2024-02-03 10:30:00,27.14,84.27,0,64,0
2024-02-03 11:00:00,28.95,78.14,0,64,0
2024-02-03 11:30:00,31.33,84.12,0,63,0
2024-02-03 12:00:00,27.99,71.43,0,63,0
2024-02-03 12:30:00,30.66,80.84,0,63,0
2024-02-03 13:00:00,30.52,71.72,0,63,0
2024-02-03 13:30:00,27.4,85.0,0,62,0
2024-02-03 14:00:00,30.26,73.39,0,62,0
2024-02-03 14:30:00,32.42,81.79,0,62,0
2024-02-03 15:00:00,32.7,71.43,0,62,0
2024-02-03 15:30:00,33.0,78.33,0,62,0
2024-02-03 16:00:00,30.79,70.0,0,61,0
2024-02-03 16:30:00,31.97,79.97,0,61,0
2024-02-03 17:00:00,33.0,80.05,0,61,0
2024-02-03 17:30:00,32.91,72.65,0,61,0
2024-02-03 18:00:00,33.0,70.0,0,60,0
2024-02-03 18:30:00,33.0,72.94,0,60,0
2024-02-03 19:00:00,33.0,70.66,1,60,0
2024-02-03 19:30:00,33.0,77.59,1,60,0
2024-02-03 20:00:00,33.0,70.0,1,59,0
2024-02-03 20:30:00,33.0,75.2,1,59,0
2024-02-03 21:00:00,33.0,70.13,1,59,0
2024-02-03 21:30:00,32.16,78.85,1,58,0
2024-02-03 22:00:00,30.24,72.0,1,58,0
2024-02-03 22:30:00,33.0,70.0,1,58,0
2024-02-03 23:00:00,31.05,85.0,1,58,0
2024-02-03 23:30:00,31.39,81.06,1,58,0
2024-02-04 00:00:00,27.52,85.0,1,57,0
2024-02-04 00:30:00,29.39,76.09,1,57,0
2024-02-04 01:00:00,26.0,85.0,1,57,0
2024-02-04 01:30:00,28.88,80.19,1,56,0
2024-02-04 02:00:00,26.0,77.0,1,56,0
2024-02-04 02:30:00,27.89,81.51,1,56,0
2024-02-04 03:00:00,26.68,81.27,1,56,0
2024-02-04 03:30:00,26.2,73.04,1,55,0
2024-02-04 04:00:00,26.22,84.4,1,55,0
2024-02-04 04:30:00,27.63,85.0,1,55,0
2024-02-04 05:00:00,26.13,78.59,1,55,0
2024-02-04 05:30:00,26.0,85.0,1,54,0
2024-02-04 06:00:00,28.59,85.0,0,54,0
2024-02-04 06:30:00,26.0,81.15,0,54,0
2024-02-04 07:00:00,26.6,85.0,0,93,0
2024-02-04 07:30:00,27.22,73.54,0,92,0
2024-02-04 08:00:00,27.36,81.14,0,92,0
2024-02-04 08:30:00,28.29,82.2,0,92,0
2024-02-04 09:00:00,28.14,82.69,0,91,0
2024-02-04 09:30:00,26.0,80.76,0,91,0
2024-02-04 10:00:00,27.49,82.02,0,91,0
2024-02-04 10:30:00,26.0,83.35,0,91,0
2024-02-04 11:00:00,26.81,81.23,0,91,0
2024-02-04 11:30:00,28.37,83.57,0,90,0
2024-02-04 12:00:00,28.83,75.12,0,90,0
2024-02-04 12:30:00,28.7,73.54,0,90,0
2024-02-04 13:00:00,28.38,75.25,0,90,0
2024-02-04 13:30:00,33.0,76.38,0,90,0
2024-02-04 14:00:00,32.27,81.02,0,89,0
2024-02-04 14:30:00,31.33,73.9,0,89,0
2024-02-04 15:00:00,31.22,76.86,0,89,0
2024-02-04 15:30:00,31.92,70.0,0,89,0
2024-02-04 16:00:00,32.02,70.0,0,88,0
2024-02-04 16:30:00,33.0,74.73,0,88,0
2024-02-04 17:00:00,31.91,73.07,0,88,0
2024-02-04 17:30:00,30.95,73.69,0,88,0
2024-02-04 18:00:00,33.0,72.26,0,87,0
2024-02-04 18:30:00,32.53,70.0,0,87,0
2024-02-04 19:00:00,33.0,77.22,1,87,0
2024-02-04 19:30:00,33.0,80.07,1,87,0
2024-02-04 20:00:00,33.0,78.24,1,87,0
2024-02-04 20:30:00,31.41,72.22,1,86,0
2024-02-04 21:00:00,33.0,70.0,1,86,0
2024-02-04 21:30:00,30.23,76.78,1,86,0
2024-02-04 22:00:00,30.81,71.87,1,86,0
2024-02-04 22:30:00,30.61,70.68,1,86,0
2024-02-04 23:00:00,26.78,79.63,1,85,0
2024-02-04 23:30:00,30.18,71.67,1,85,0
2024-02-05 00:00:00,29.86,78.87,1,85,0
2024-02-05 00:30:00,30.25,72.61,1,84,0
2024-02-05 01:00:00,31.53,85.0,1,84,0
2024-02-05 01:30:00,27.47,81.65,1,84,0
2024-02-05 02:00:00,27.92,70.0,1,84,0
2024-02-05 02:30:00,27.89,75.48,1,83,0
2024-02-05 03:00:00,26.0,82.37,1,83,0
2024-02-05 03:30:00,26.0,81.27,1,83,0
2024-02-05 04:00:00,26.0,85.0,1,83,0
2024-02-05 04:30:00,26.83,85.0,1,82,0
2024-02-05 05:00:00,26.0,77.17,1,82,0
2024-02-05 05:30:00,26.19,79.31,1,82,0
2024-02-05 06:00:00,26.23,85.0,0,81,0
2024-02-05 06:30:00,26.01,80.44,0,81,0
2024-02-05 07:00:00,26.0,80.73,0,81,0
2024-02-05 07:30:00,26.07,85.0,0,81,0
2024-02-05 08:00:00,26.0,85.0,0,80,0
2024-02-05 08:30:00,26.0,76.79,0,80,0
2024-02-05 09:00:00,28.25,76.82,0,80,0
2024-02-05 09:30:00,27.16,79.94,0,80,0
2024-02-05 10:00:00,28.84,80.48,0,79,0
2024-02-05 10:30:00,26.0,85.0,0,79,0
2024-02-05 11:00:00,29.23,85.0,0,79,0
2024-02-05 11:30:00,28.74,80.04,0,79,0
2024-02-05 12:00:00,27.86,73.41,0,79,0
2024-02-05 12:30:00,29.61,75.11,0,78,0
2024-02-05 13:00:00,30.01,80.35,0,78,0
2024-02-05 13:30:00,30.13,71.31,0,78,0
2024-02-05 14:00:00,30.86,72.24,0,77,0
2024-02-05 14:30:00,32.8,81.78,0,77,0
2024-02-05 15:00:00,29.88,75.37,0,77,0
2024-02-05 15:30:00,29.66,81.44,0,77,0
2024-02-05 16:00:00,33.0,85.0,0,76,0
2024-02-05 16:30:00,33.0,76.8,0,76,0
2024-02-05 17:00:00,33.0,74.88,0,76,0
2024-02-05 17:30:00,33.0,79.4,0,76,0
2024-02-05 18:00:00,33.0,73.0,0,75,0
2024-02-05 18:30:00,32.02,71.87,0,75,0
2024-02-05 19:00:00,33.0,75.29,1,75,0
2024-02-05 19:30:00,33.0,70.54,1,74,0
2024-02-05 20:00:00,33.0,70.0,1,74,0
2024-02-05 20:30:00,31.03,70.0,1,74,0
2024-02-05 21:00:00,30.07,72.66,1,73,0
2024-02-05 21:30:00,31.96,72.6,1,73,0
2024-02-05 22:00:00,32.71,74.21,1,73,0
2024-02-05 22:30:00,33.0,80.63,1,73,0
2024-02-05 23:00:00,29.01,78.79,1,72,0
2024-02-05 23:30:00,30.13,70.67,1,72,0
2024-02-06 00:00:00,29.5,78.29,1,72,0
2024-02-06 00:30:00,29.52,77.38,1,72,0
2024-02-06 01:00:00,28.29,79.57,1,72,0
2024-02-06 01:30:00,28.42,76.08,1,71,0
2024-02-06 02:00:00,29.58,70.0,1,71,0
2024-02-06 02:30:00,29.37,70.0,1,71,0
2024-02-06 03:00:00,27.11,79.76,1,71,0
2024-02-06 03:30:00,26.0,77.15,1,70,0
2024-02-06 04:00:00,26.0,81.48,1,70,0
2024-02-06 04:30:00,27.44,85.0,1,70,0
2024-02-06 05:00:00,26.0,78.69,1,70,0
2024-02-06 05:30:00,26.0,84.78,1,69,0
2024-02-06 06:00:00,26.0,81.35,0,69,0
2024-02-06 06:30:00,26.57,84.72,0,69,0
2024-02-06 07:00:00,28.11,77.29,0,69,0
2024-02-06 07:30:00,26.53,80.78,0,69,0
2024-02-06 08:00:00,26.0,85.0,0,68,0
2024-02-06 08:30:00,26.0,85.0,0,68,0
2024-02-06 09:00:00,28.65,72.27,0,68,0
2024-02-06 09:30:00,26.0,85.0,0,68,0
2024-02-06 10:00:00,26.0,77.28,0,67,0
2024-02-06 10:30:00,26.68,82.0,0,67,0
2024-02-06 11:00:00,29.92,78.64,0,67,0
2024-02-06 11:30:00,27.92,78.51,0,66,0
2024-02-06 12:00:00,32.73,80.86,0,66,0
2024-02-06 12:30:00,29.76,76.58,0,66,0
2024-02-06 13:00:00,28.6,76.71,0,66,0
2024-02-06 13:30:00,30.83,71.31,0,65,0
2024-02-06 14:00:00,33.0,78.59,0,65,0
2024-02-06 14:30:00,31.88,79.91,0,65,0
2024-02-06 15:00:00,30.82,76.52,0,64,0
2024-02-06 15:30:00,29.57,70.0,0,64,0
2024-02-06 16:00:00,32.44,74.16,0,64,0
2024-02-06 16:30:00,32.05,70.0,0,64,0
2024-02-06 17:00:00,33.0,70.0,0,64,0
2024-02-06 17:30:00,31.94,85.0,0,63,0
2024-02-06 18:00:00,33.0,73.4,0,63,0
2024-02-06 18:30:00,32.64,73.11,0,63,0
2024-02-06 19:00:00,30.83,77.61,1,62,0
2024-02-06 19:30:00,33.0,81.52,1,62,0
2024-02-06 20:00:00,30.63,71.17,1,62,0
2024-02-06 20:30:00,33.0,78.03,1,62,0
2024-02-06 21:00:00,29.68,79.69,1,62,0
2024-02-06 21:30:00,32.22,77.07,1,61,0
2024-02-06 22:00:00,33.0,75.6,1,61,0
2024-02-06 22:30:00,32.34,80.4,1,61,0
2024-02-06 23:00:00,29.85,79.37,1,60,0
2024-02-06 23:30:00,31.18,77.24,1,60,0
2024-02-07 00:00:00,30.73,78.17,1,60,0
2024-02-07 00:30:00,27.88,82.77,1,60,0
2024-02-07 01:00:00,30.16,78.39,1,59,0
2024-02-07 01:30:00,29.87,76.21,1,59,0
2024-02-07 02:00:00,26.0,82.51,1,59,0
2024-02-07 02:30:00,27.83,77.61,1,59,0
2024-02-07 03:00:00,26.28,81.71,1,59,0
2024-02-07 03:30:00,28.84,82.02,1,59,0
2024-02-07 04:00:00,27.34,83.25,1,58,0
2024-02-07 04:30:00,26.16,85.0,1,58,0
2024-02-07 05:00:00,27.47,78.91,1,58,0
2024-02-07 05:30:00,29.08,80.52,1,57,0
2024-02-07 06:00:00,26.0,73.71,0,57,0
2024-02-07 06:30:00,26.0,81.09,0,57,0
2024-02-07 07:00:00,26.0,77.08,0,57,0
2024-02-07 07:30:00,26.0,83.5,0,56,0
2024-02-07 08:00:00,26.0,85.0,0,56,0
2024-02-07 08:30:00,27.51,80.76,0,56,0
2024-02-07 09:00:00,30.14,77.72,0,56,0
2024-02-07 09:30:00,26.92,83.5,0,55,0
2024-02-07 10:00:00,26.0,80.37,0,55,0
2024-02-07 10:30:00,26.57,77.22,0,55,0
2024-02-07 11:00:00,27.72,77.95,0,54,0
2024-02-07 11:30:00,30.6,75.94,0,54,0
2024-02-07 12:00:00,30.02,75.62,0,54,0
2024-02-07 12:30:00,29.8,70.0,0,54,0
2024-02-07 13:00:00,29.28,77.03,0,93,0
2024-02-07 13:30:00,31.35,81.62,0,93,0
2024-02-07 14:00:00,31.23,71.01,0,92,0
2024-02-07 14:30:00,32.83,70.25,0,92,0
2024-02-07 15:00:00,31.55,75.08,0,92,0
2024-02-07 15:30:00,27.11,70.0,0,92,0
2024-02-07 16:00:00,32.23,78.39,0,91,0
2024-02-07 16:30:00,30.51,75.48,0,91,0
2024-02-07 17:00:00,33.0,78.21,0,91,0
2024-02-07 17:30:00,33.0,76.25,0,90,0
2024-02-07 18:00:00,33.0,78.35,0,90,0
2024-02-07 18:30:00,32.53,74.9,0,90,0
2024-02-07 19:00:00,33.0,73.4,1,90,0
2024-02-07 19:30:00,32.33,75.15,1,89,0
2024-02-07 20:00:00,33.0,79.56,1,89,0
2024-02-07 20:30:00,33.0,70.0,1,89,0
2024-02-07 21:00:00,30.29,77.7,1,88,0
2024-02-07 21:30:00,33.0,75.03,1,88,0
2024-02-07 22:00:00,31.87,82.89,1,88,0
2024-02-07 22:30:00,33.0,70.0,1,88,0
2024-02-07 23:00:00,29.87,77.18,1,87,0
2024-02-07 23:30:00,29.99,77.08,1,87,0
2024-02-08 00:00:00,31.29,70.0,1,87,0
2024-02-08 00:30:00,30.05,74.87,1,87,0
2024-02-08 01:00:00,30.81,78.47,1,87,0
2024-02-08 01:30:00,26.0,76.76,1,86,0
2024-02-08 02:00:00,26.0,70.0,1,86,0
2024-02-08 02:30:00,28.47,84.94,1,86,0
2024-02-08 03:00:00,27.04,78.22,1,86,0
2024-02-08 03:30:00,26.34,75.3,1,85,0
2024-02-08 04:00:00,28.81,76.48,1,85,0
2024-02-08 04:30:00,27.38,80.8,1,85,0
2024-02-08 05:00:00,26.0,85.0,1,84,0
2024-02-08 05:30:00,26.39,82.19,1,84,0
2024-02-08 06:00:00,26.01,84.78,0,84,0
2024-02-08 06:30:00,26.19,85.0,0,84,0
2024-02-08 07:00:00,26.0,85.0,0,83,0
2024-02-08 07:30:00,26.0,82.08,0,83,0
2024-02-08 08:00:00,26.0,85.0,0,83,0
2024-02-08 08:30:00,26.0,81.76,0,83,0
2024-02-08 09:00:00,27.93,77.77,0,82,0
2024-02-08 09:30:00,26.26,80.91,0,82,0
2024-02-08 10:00:00,26.82,70.0,0,82,0
2024-02-08 10:30:00,29.04,74.53,0,82,0
2024-02-08 11:00:00,27.01,78.56,0,82,0
2024-02-08 11:30:00,32.07,78.68,0,81,0
2024-02-08 12:00:00,29.17,77.63,0,81,0
2024-02-08 12:30:00,28.19,77.69,0,81,0
2024-02-08 13:00:00,29.03,74.8,0,81,0
2024-02-08 13:30:00,32.02,79.32,0,80,0
2024-02-08 14:00:00,33.0,79.62,0,80,0
2024-02-08 14:30:00,33.0,76.79,0,80,0
2024-02-08 15:00:00,33.0,77.14,0,80,0
2024-02-08 15:30:00,32.5,78.72,0,79,0
2024-02-08 16:00:00,33.0,70.0,0,79,0
2024-02-08 16:30:00,32.41,74.19,0,79,0
2024-02-08 17:00:00,32.39,70.25,0,79,0
2024-02-08 17:30:00,31.82,70.02,0,78,0
2024-02-08 18:00:00,33.0,83.21,0,78,0
2024-02-08 18:30:00,32.1,76.27,0,78,0
2024-02-08 19:00:00,33.0,73.27,1,77,0
2024-02-08 19:30:00,32.61,73.73,1,77,0
2024-02-08 20:00:00,32.58,70.0,1,77,0
2024-02-08 20:30:00,33.0,77.54,1,77,0
2024-02-08 21:00:00,30.49,70.0,1,76,0
2024-02-08 21:30:00,29.99,83.97,1,76,0
2024-02-08 22:00:00,33.0,74.81,1,76,0
2024-02-08 22:30:00,29.05,72.14,1,75,0
2024-02-08 23:00:00,32.75,83.11,1,75,0
2024-02-08 23:30:00,31.14,72.78,1,75,0
2024-02-09 00:00:00,28.67,74.14,1,75,0
2024-02-09 00:30:00,29.99,76.04,1,74,0
2024-02-09 01:00:00,29.28,76.94,1,74,0
2024-02-09 01:30:00,26.0,79.97,1,74,0
2024-02-09 02:00:00,26.96,74.4,1,73,0
2024-02-09 02:30:00,28.71,73.77,1,73,0
2024-02-09 03:00:00,26.0,82.77,1,73,0
2024-02-09 03:30:00,26.0,79.67,1,73,0
2024-02-09 04:00:00,26.15,75.42,1,72,0
2024-02-09 04:30:00,26.0,85.0,1,72,0
2024-02-09 05:00:00,27.89,85.0,1,72,0
2024-02-09 05:30:00,26.91,85.0,1,72,0
2024-02-09 06:00:00,26.07,84.65,0,72,0
2024-02-09 06:30:00,26.0,84.4,0,71,0
2024-02-09 07:00:00,26.0,82.14,0,71,0
2024-02-09 07:30:00,26.0,77.15,0,71,0
2024-02-09 08:00:00,26.15,71.84,0,71,0
2024-02-09 08:30:00,26.24,84.09,0,70,0
2024-02-09 09:00:00,28.17,70.0,0,70,0
2024-02-09 09:30:00,26.0,83.05,0,70,0
2024-02-09 10:00:00,29.16,74.8,0,70,0
2024-02-09 10:30:00,27.91,76.75,0,69,0
2024-02-09 11:00:00,28.18,79.88,0,69,0
2024-02-09 11:30:00,28.42,85.0,0,69,0
2024-02-09 12:00:00,29.8,82.75,0,69,0
2024-02-09 12:30:00,29.8,79.75,0,68,0
2024-02-09 13:00:00,31.49,70.49,0,68,0
2024-02-09 13:30:00,29.38,77.69,0,68,0
2024-02-09 14:00:00,31.4,76.64,0,68,0
2024-02-09 14:30:00,32.01,82.18,0,67,0
2024-02-09 15:00:00,31.96,78.78,0,67,0
2024-02-09 15:30:00,33.0,76.81,0,67,0
2024-02-09 16:00:00,32.52,80.05,0,66,0
2024-02-09 16:30:00,33.0,70.0,0,66,0
2024-02-09 17:00:00,31.72,70.0,0,66,0
2024-02-09 17:30:00,32.04,80.43,0,66,0
2024-02-09 18:00:00,32.54,70.0,0,66,0
2024-02-09 18:30:00,33.0,70.0,0,65,0
2024-02-09 19:00:00,32.33,83.93,1,65,0
2024-02-09 19:30:00,33.0,78.3,1,65,0
2024-02-09 20:00:00,30.88,70.0,1,65,0
2024-02-09 20:30:00,33.0,76.8,1,64,0
2024-02-09 21:00:00,33.0,78.23,1,64,0
2024-02-09 21:30:00,31.95,75.92,1,64,0
2024-02-09 22:00:00,30.37,73.6,1,63,0
2024-02-09 22:30:00,30.19,70.08,1,63,0
2024-02-09 23:00:00,30.81,83.17,1,63,0
2024-02-09 23:30:00,32.81,80.07,1,63,0
2024-02-10 00:00:00,28.03,76.38,1,63,0
2024-02-10 00:30:00,28.05,80.26,1,62,0
2024-02-10 01:00:00,27.56,80.39,1,62,0
2024-02-10 01:30:00,30.56,78.42,1,62,0
2024-02-10 02:00:00,27.69,77.85,1,61,0
2024-02-10 02:30:00,29.31,81.92,1,61,0
2024-02-10 03:00:00,26.0,77.72,1,61,0
2024-02-10 03:30:00,28.4,79.53,1,61,0
2024-02-10 04:00:00,26.0,78.37,1,60,0
2024-02-10 04:30:00,27.24,79.03,1,60,0
2024-02-10 05:00:00,26.0,83.72,1,60,0
2024-02-10 05:30:00,28.97,76.14,1,60,0
2024-02-10 06:00:00,26.45,84.57,0,59,0
2024-02-10 06:30:00,27.34,85.0,0,59,0
2024-02-10 07:00:00,26.0,75.48,0,59,0
2024-02-10 07:30:00,26.11,82.32,0,59,0
2024-02-10 08:00:00,26.0,85.0,0,58,0
2024-02-10 08:30:00,27.5,85.0,0,58,0
2024-02-10 09:00:00,27.53,85.0,0,58,0
2024-02-10 09:30:00,26.0,77.48,0,58,0
2024-02-10 10:00:00,27.55,76.15,0,57,0
2024-02-10 10:30:00,26.57,83.51,0,57,0
2024-02-10 11:00:00,28.96,82.96,0,57,0
2024-02-10 11:30:00,26.71,72.63,0,57,0
2024-02-10 12:00:00,32.01,79.6,0,56,0
2024-02-10 12:30:00,29.64,74.1,0,56,0
2024-02-10 13:00:00,31.34,71.6,0,56,0
2024-02-10 13:30:00,29.16,76.61,0,56,0
2024-02-10 14:00:00,30.4,81.18,0,55,0
2024-02-10 14:30:00,30.7,70.0,0,55,0
2024-02-10 15:00:00,33.0,74.67,0,55,0
2024-02-10 15:30:00,31.2,75.09,0,55,0
2024-02-10 16:00:00,33.0,72.41,0,54,0
2024-02-10 16:30:00,31.36,70.0,0,54,0
2024-02-10 17:00:00,30.61,75.21,0,54,0
2024-02-10 17:30:00,33.0,70.0,0,99,0
2024-02-10 18:00:00,33.0,72.49,0,98,0
2024-02-10 18:30:00,33.0,72.01,0,98,0
2024-02-10 19:00:00,33.0,75.67,1,98,0
2024-02-10 19:30:00,33.0,70.0,1,98,0
2024-02-10 20:00:00,31.41,79.74,1,97,0
2024-02-10 20:30:00,33.0,75.54,1,97,0
2024-02-10 21:00:00,33.0,72.46,1,97,0
2024-02-10 21:30:00,32.34,70.0,1,97,0
2024-02-10 22:00:00,30.94,70.04,1,97,0
2024-02-10 22:30:00,31.58,77.65,1,96,0
2024-02-10 23:00:00,27.83,72.97,1,96,0
2024-02-10 23:30:00,29.13,75.49,1,96,0
2024-02-11 00:00:00,30.31,71.09,1,95,0
2024-02-11 00:30:00,29.18,84.95,1,95,0
2024-02-11 01:00:00,27.62,76.74,1,95,0
2024-02-11 01:30:00,27.54,77.28,1,95,0
2024-02-11 02:00:00,27.52,76.36,1,94,0
2024-02-11 02:30:00,28.16,85.0,1,94,0
2024-02-11 03:00:00,27.42,85.0,1,94,0
2024-02-11 03:30:00,26.0,79.91,1,94,0
2024-02-11 04:00:00,27.85,80.25,1,94,0
2024-02-11 04:30:00,26.0,70.0,1,93,0
2024-02-11 05:00:00,26.93,78.35,1,93,0
2024-02-11 05:30:00,26.0,83.25,1,93,0
2024-02-11 06:00:00,26.0,82.35,0,93,0
2024-02-11 06:30:00,27.29,81.71,0,93,0
2024-02-11 07:00:00,26.0,82.13,0,92,0
2024-02-11 07:30:00,26.0,85.0,0,92,0
2024-02-11 08:00:00,26.0,70.45,0,92,0
2024-02-11 08:30:00,26.0,85.0,0,92,0
2024-02-11 09:00:00,26.0,79.0,0,91,0
2024-02-11 09:30:00,29.91,78.01,0,91,0
2024-02-11 10:00:00,27.91,84.0,0,91,0
2024-02-11 10:30:00,27.55,76.23,0,90,0
2024-02-11 11:00:00,28.6,85.0,0,90,0
2024-02-11 11:30:00,27.92,79.72,0,90,0
2024-02-11 12:00:00,28.3,83.99,0,90,0
2024-02-11 12:30:00,31.3,74.22,0,90,0
2024-02-11 13:00:00,29.86,74.03,0,89,0
2024-02-11 13:30:00,32.31,79.8,0,89,0
2024-02-11 14:00:00,32.41,81.56,0,89,0
2024-02-11 14:30:00,31.02,73.75,0,89,0
2024-02-11 15:00:00,33.0,80.09,0,88,0
2024-02-11 15:30:00,31.36,78.6,0,88,0
2024-02-11 16:00:00,33.0,82.17,0,88,0
2024-02-11 16:30:00,33.0,78.53,0,88,0
2024-02-11 17:00:00,33.0,71.62,0,87,0
